日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
8/28,RD - Software Engineer - Navigation,法博智能移動股份有限公司,新北市中和區中正路700號12樓之3、之4,待遇面議,"About FARobotFARobot is a joint venture founded by FOXCONN and ADLINK, focusing on DDS-empowered robotic technology.FARobot team is composed of a group of talented international engineers from diverse cultural backgrounds but a common passion for technology and robotics. Thanks to its strategic position, the company has an extensive network of suppliers and partners worldwide. All of this provides a privileged opportunity for developing and applying cutting-edge technology in key applications around the globe. Department OverviewVision   ｜Evolve swarm autonomy autonomous behaviors and consensus orchestration for mobile robots and vehicles to bring human beings' lives better. Mission ｜Develop autonomous swarm mobile robot (SMR) and swarm agent solutions for optimized mobile platforms.Responsibilities- Develop the navigation stack and improve it with team members.- Develop robot perception function to enhance the capability of robot to adapt various use cases.- Familiar with robotic system architecture from hardware (e.g. Lidar, depth-camera, IMU) to software.- Experience implementing one or more of the following on real hardware: localization and mapping (SLAM); Sensor fusion odometry (e.g. EKF); robot control and navigation (local trajectory planning and execution); object detection and tracking.- Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, agile development, build processes, testing, and operations.- Strong communication skills, ability to teamwork.- Self-motivated and able to solve problems independently - Working simultaneously on multiple projects, in a team or independently with little    to no oversight- Desire to work as part of a team: the overall success of the group is more important    than your individual success.- Comfortable working in the less formal context of a startup business.",新北市中和區,2年以上,大學,,7slh4,www.104.com.tw/job/7slh4?jobsource=jolist_c_relevance
9/05,"【MRP】物料計畫資深管理師(MC, Material Planner)",泰詠電子股份有限公司,新竹市香山區牛埔東路480號,"50,000",此職務將根據客戶預測需求提前計算並分析物料需求，擬定備料策略(MRP)，透過與客戶、供應商之協調以使生產不因料況而中斷。[核心職務]1.使用SAP作業系統和Excel作業，針對採購需求開立請購單2. 負責處理並應用數據分析製作缺料表，並進行料況模擬、MRP 參數規劃3. 物料需求規劃(物料控管、計算、分配協調)4.負責庫存分析與製作存貨相關報表.呆滯材料處理(呆滯料報表與進行呆滯料的後續處理)若您對於如何將數據資料處理、分析並應用在策略實務上有所興趣，想提升此領域之能力，並能負責操盤所負責客戶之物料，請直接投遞進一步了解!,新竹市,1年以上,大學,上市上櫃,2joty,www.104.com.tw/job/2joty?jobsource=jolist_d_relevance
9/06,高級軟體工程師,主橙資訊科技股份有限公司,台中市西區公益路161號10樓之2(近勤美綠園道),"60,000",1.負責軟體之分析、設計以及程式撰寫。2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。,台中市西區,3年以上,專科,,6r284,www.104.com.tw/job/6r284?jobsource=jolist_d_relevance
9/04,雲端數據軟體工程師,尚茂智能科技股份有限公司,台北市內湖區洲子街68號6樓,待遇面議,1.熟 C、Python、PHP、Linux、golang有相關產品開發經驗者。2.具備開發嵌入式系統設備應用程式或韌體開發經驗者。3.具備LINUX 操作與管理經驗者。4.具備電腦視覺/影像處理/深度學習等相關背景知識。.具備網頁相關,台北市內湖區,2年以上,大學,員工60人,7q3t3,www.104.com.tw/job/7q3t3?jobsource=jolist_d_relevance
8/31,軟體工程師,中揚光電股份有限公司,台中市南屯區工業區二十二路21號,"35,000",你熱愛軟體工程嗎？我們正在找尋熱衷於程式語言開發、軟體設計等的軟體工程師加入我們的團隊！如果你對於這些領域充滿熱情，即便沒有經驗，只要想要挑戰自己，我們都歡迎你的加入。工作內容：1.根據專案需求使用程式語言進行開發設計。2.參與軟體介面設計和開發，打造直覺且易用的介面。3.負責程式設計和系統開發，建立高效且可擴展的軟體系統。4.探索最新的技術趨勢，進行先進技術研究。.根據主管指示完成相關工作。,台中市南屯區,經歷不拘,專科,員工300人,7klez,www.104.com.tw/job/7klez?jobsource=jolist_d_relevance
9/02,Backend Engineer後端工程師,第一通用科技有限公司,台南市南區安平工業區新愛路6號,180~200,【工作內容】1. 使用JavaScript 、H5、C++、UE5、 unity、Python程式語開發系統後端程式 2. 系統功能開發、測試、維護3. web API開發、維護4.調用Odoo等類開源二次開發服務.Andriod/,台南市南區,5年以上,學歷不拘,員工92人,83575,www.104.com.tw/job/83575?jobsource=jolist_d_relevance
8/29,軟體類--Data Scientist Engineer (高雄),華邦電子股份有限公司,高雄市路竹區路科五路35號,待遇面議,【邀請您將104履歷同步上傳至華邦官方網站，將使您的履歷優先被主管看見】投遞網址:https://bit.ly/3QZd1v41. R2R 製程控制開發維運2. FDC 機台監控與分析應用3. 資料科學與機器學習專案開發4. 建立及維護 MLOps/DevOps 相關系統,高雄市路竹區,經歷不拘,碩士,上市上櫃,83ibt,www.104.com.tw/job/83ibt?jobsource=jolist_d_relevance
9/04,工研院資通所_電腦視覺AI軟體工程師(V204),工研院 _財團法人工業技術研究院,新竹縣竹東鎮中興路四段195號,待遇面議,1. 機器視覺AI模型技術開發。2. 嵌入式系統與周邊設備整合。3. 系統架構設計、整合與測試。,新竹縣竹東鎮,經歷不拘,碩士,員工6000人,81s80,www.104.com.tw/job/81s80?jobsource=jolist_d_relevance
9/05,演算法開發工程師,杰倫智能科技股份有限公司,台北市信義區基隆路一段111號3樓,待遇面議, l  運用統計及機器學習等技術，針對產品規劃需求，研發與實作演算法程式碼  l   演算法設計、開發與驗證  l   協助專案研發與新技術的導入。  l   數據分析、建模等相關工作，並進行模型評估  l  資料視覺化設計 ,台北市信義區,經歷不拘,大學,員工60人,6uipp,www.104.com.tw/job/6uipp?jobsource=jolist_d_relevance
9/02,區塊鏈系統開發工程師,區塊科技股份有限公司,台北市中山區松江路309號11樓,"50,000",1.區塊鏈後台及系統建置開發2.區塊鏈技術專案開發3.軟體技術支援熟Java、PHP、Python 或 Mysql 相關開發經驗者為佳,台北市中山區,2年以上,專科,員工25人,7x8rn,www.104.com.tw/job/7x8rn?jobsource=jolist_d_relevance
9/04,Digital Acquisition Assistant Manager,台灣美國運通國際股份有限公司,台北市松山區復興北路363號12樓,待遇面議,"You Lead the Way. We've Got Your Back.With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.Join Team Amex and let's lead the way together.Job Overview- The Digital Acquisition Assistant Manager will manage overall digital media channels and specific products to drive prospect / customer acquisition, engagement and deliver business goals in digital mix and acquisition performance of responsible products.Job Responsibilities - Work with key internal and external stakeholders to drive online acquisitions for all American Express proprietary and co-brand products.- Plan and execute specific cards acquisition strategies, measure marketing campaign performance, and identify market trend and insights including online and offline channels.- Optimize marketing investments to drive online acquisitions, increase cost efficiencies and deliver key measurement metrics for card acquisition and performance targets.- Work with marketing agencies and external partners to create effective digital marketing strategies, execution plan and performance tracking for acquisition campaigns. - Work with tech team/agencies to create effective SEM and Remarketing strategies, execution plan and performance tracking for upper funnel acquisition campaigns.- Responsible for optimizing the acquisition funnel and identifying improvement areas in the end-to-end customer journey to drive incremental card applications and new card member accounts.- Ensuring compliance to all legal and regulatory requirements while keeping customer experience as top priority .- Attend regular calls led by regional and central marketing team to optimize digital marketing acquisition performance.- Understand end-to-end processes from digital marketing, digital acquisitions, applications processing, gift fulfillment, customer servicing, digital capabilities, operational risk and compliance requirements to ensure project delivery.- Build strong and effective internal cross line of business and external partners’ relationships to ensure strategy alignment and smooth facilitation of project implementation.- Manage end-to-end project delivery, project status reporting, risk management and issue escalation, ensuring that projects are delivered timely and within scope.",台北市松山區,6年以上,專科,外商公司,83pru,www.104.com.tw/job/83pru?jobsource=jolist_d_relevance
9/04,"資深數據分析師, Senior Data Analyst, myViewBoard",ViewSonic Corporation_優派國際股份有限公司,新北市中和區連城路192號9樓(235),待遇面議,"● Knowledge and experience with the application of advanced statistical techniques (regression, various statistical tests, etc.).● Knowledge and experience with the application of a variety of machine learning techniques (clustering, decision tree, neural network, PCA, etc.).● Experience with data visualization tools such as Tableau or Power BI.● Real-world ML project end-to-end experiences, including model simulation.● Data pipeline processing knowledge and ability to efficiently cross check data quality.● 4 years + of data related work experience.● Mentorship experience in leading or guiding data projects/products.● User Behavior Recognition / Recommendation model deployment relevant experience will be a plus. ",新北市中和區,4年以上,大學,外商公司,7zjij,www.104.com.tw/job/7zjij?jobsource=jolist_d_relevance
9/05,Senior VSLAM Developer,優式機器人股份有限公司,台北市內湖區新湖1路151號5樓,待遇面議,工作內容:1. 具備computer vision相關知識2. 具備SLAM相關知識3. ORBSlam相關經驗者尤佳工作專業:1. Familiar with Python and openCV2. Robot,台北市內湖區,2年以上,大學,員工38人,7mvdc,www.104.com.tw/job/7mvdc?jobsource=jolist_d_relevance
9/05,大數據分析人員,華南商業銀行股份有限公司,台北市信義區松仁路123號,"45,000",1.建立及維護客戶經營所需的數據模型，挖掘潛在機會，進行貼標及產出行銷名單等，供業務應用之資訊。2.針對特定客群營運成效分析報告，追蹤分析數位行銷活動之回應率、與經營成效。3.追蹤與分析特定客群行為數據、交易數據分析及洞察。,台北市信義區,經歷不拘,大學,上市上櫃,7vw84,www.104.com.tw/job/7vw84?jobsource=jolist_d_relevance
9/04,資料分析工程師,達暉資訊有限公司,台北市大安區敦化南路二段182號19樓,"40,000"," °o‧° °o‧° °o‧°▍職缺條件：※ 熟悉分析工具如Tableau, PowerBI※ 熟悉SQL語法※ 操作過關聯式資料庫及了解其設計邏輯※ 使用程式語言經驗如 R, Python, MATLAB▍加分條件：※ 使用過",台北市大安區,2年以上,專科,員工50人,7rfgz,www.104.com.tw/job/7rfgz?jobsource=jolist_d_relevance
9/01,Data Scientist - Analytics (Product) / 資料科學家 - 產品數據分析師,Pinkoi_香港商果翼科技股份有限公司台灣分公司,台北市大同區承德路,"800,000", analytical data pipelines.【Requirements】1. 1～3 years of experience working with statistical packages (R or Python).2.,台北市大同區,1年以上,大學,員工180人,7g0ol,www.104.com.tw/job/7g0ol?jobsource=jolist_d_relevance
9/07,【新竹】AI工程師,集仕多股份有限公司,新竹縣竹北市,待遇面議,"年薪14個月，遠端工作。【工作內容】text-to-image 與 text-to-video 系統開發Voice Conversion 應用開發Python 數據分析/資料分析開發 【條件要求】熟Tensorflow, Deep",新竹縣竹北市,經歷不拘,碩士,員工17人,7ae6d,www.104.com.tw/job/7ae6d?jobsource=jolist_d_relevance
8/02,High Frequency Trading Quantitative Trader,量趨科技股份有限公司,台北市信義區忠孝東路五段68號,待遇面議," futures will be a plus.-   	Programming skill in Python is a must, experience with C++ or Rust is a plus-   	Strong analytical",台北市信義區,3年以上,大學,員工25人,7q5at,www.104.com.tw/job/7q5at?jobsource=jolist_d_relevance
9/06,輿情數據研究員,影響力數據顧問股份有限公司,台北市松山區民生東路3段133號3樓,"35,000",針對政府機關、公部門、政治人物不同的需求，進行網路輿情量化、質化分析報告。因政策、新聞議題的時效性高且資料量大，請對於該議題沒有興趣者，勿輕易嘗試。【日常工作內容】：進行議題數據分析並且給定專業溝通策略60% 執行客戶的分析報告或提案，分析問題，進而提出策略方向20% 維持客戶良好合作關係，消化並協助客戶解決問題20% 分析客戶需求，歸納並參與規劃研究報告，提升整體服務【希望你有的特質】1. 對數字敏感、邏輯清楚、喜歡思考、具有創造力。2. 可以從數據中抓出問題點，或從數字中了解事件脈絡。3. 具備良好的溝通應對及簡報能力。4. 對資料分析有熱忱，能以文字或圖像化表達。.具備數據分析、市調統計的基礎概念。6.從建立命題、發現問題、解決問題的思考流程有相關實戰經驗,台北市松山區,經歷不拘,大學,員工30人,7kguk,www.104.com.tw/job/7kguk?jobsource=jolist_d_relevance
8/29,資料分析師,智庫驅動股份有限公司,台北市信義區信義路4段375號9樓之2,"35,000",1. 與客戶進行需求訪談，釐清分析目標，發想解決方案，並撰寫相關程式完成資料科學專案2. 預測模型系統維運與障礙排除3. 資料分析相關工作坊內容規劃，並擔任講師或課程助教4. 專案之技術規格文件撰寫與簡報製作. 其他主管交辦事務,台北市信義區,經歷不拘,專科,遠端工作,7ez67,www.104.com.tw/job/7ez67?jobsource=jolist_d_relevance
9/05,演算工程助理,穎利科研國際事業有限公司,台中市西區台灣大道二段2號9樓之3,"27,000",徵求 有高度學習意願、有Python等程式語言基本編程技能的「演算工程助理」！ChatGPT引發革命性開發熱潮及廣泛應用，讓各行各業有了加速升級的契機！「學會操作AI」更成為現代職場的必要顯學！穎利科研公司是擅長應用生成式AI協作的軟體開,台中市西區,經歷不拘,專科,員工8人,75gob,www.104.com.tw/job/75gob?jobsource=jolist_d_relevance
8/30,產品風險分析專員,恩兆資訊有限公司,嘉義市西區垂楊路505號5樓之3,"45,000",　準備風險報告，向管理層提供風險分析結果和建議。※　擁有相關風險管理、金融、數據分析等領域的學術背景。※　優秀的溝通和團隊合作能力，能夠與不同專業背景的同事合作。※　熟練使用數據分析軟體和工具，如Python、R、Excel等。※　對市場變,嘉義市,2年以上,專科,,83k3o,www.104.com.tw/job/83k3o?jobsource=jolist_b_relevance
9/07,AI 人工智慧開發架構師(AI Program Development Architect),東森新媒體控股股份有限公司,新北市中和區景平路258號(近景平站),待遇面議,解，例如Python、Java、C++和.Net3. 統計和算法模型以及基本數學概念（例如線性代數和概率）等經驗4. 能針對Computer vision and Cognitive services related 開發經驗者. 熟悉深度,新北市中和區,5年以上,碩士,員工650人,83j4z,www.104.com.tw/job/83j4z?jobsource=jolist_b_relevance
9/05,AMR(Autonomous Mobile Robot)SW/FW Sr. Engineer 自主移動機器人軟韌體開發資深工程師,中光電智能機器人股份有限公司,苗栗縣竹南鎮科北五路2號,待遇面議,"主要職責  AMR(Autonomous Mobile Robot)自主移動機器人軟、韌體開發及相關程式維護主要任務   1.	設計、開發和維護AMR應用軟體，確保系統穩定運行並達到客戶需求   2.	MCU韌體設計、維護與改善   3.	整合演算法團隊之 SLAM 導航避障, 視覺避障與物件辨識    4.	AMR 軟硬系統整合    5.	感測系統配置與優化",苗栗縣竹南鎮,3年以上,碩士,員工80人,83rv1,www.104.com.tw/job/83rv1?jobsource=jolist_b_relevance
9/01,【視訊面談】CIS測試系統開發工程師,欣銓科技股份有限公司,新竹縣湖口鄉工業三路三號,"37,000",1.Linux作業系統的firmware程式應用(device tree修改...)2.多工平行處理程式開發3.Server/client程式開發4.VBA應用程式與函式庫開發,新竹縣湖口鄉,經歷不拘,大學,上市上櫃,6zov9,www.104.com.tw/job/6zov9?jobsource=jolist_b_relevance
9/04,新鮮人-軟體-自動化工程師 - J1339,廣達電腦股份有限公司,桃園市龜山區文化二路211號,待遇面議,1.自動化設備設計及程式編寫2.自動化設備問題分析追蹤3.PLC程式編寫4.機械手臂的程式設計*工作待遇/職稱：將依學經歷進行敘薪【產品】AI解決方案、5G、雲端運算Server/Storage/Switch、NB/AIO、VR/AR、智慧家庭、智慧醫療、智慧製造、智慧交通、智慧穿戴、物聯網…等,桃園市龜山區,經歷不拘,大學,上市上櫃,5ho8d,www.104.com.tw/job/5ho8d?jobsource=jolist_b_relevance
9/04,光學開發工程師／主管,波色科技股份有限公司,新竹縣竹北市台元街38號3樓之3,"750,000",1.有顯微光學整合及光學元件設計經驗，協助方案開發。2.有軟體撰寫整合經驗尤佳3.熟悉各種光學元件，如雷射，鏡頭，各式光源等,新竹縣竹北市,經歷不拘,碩士,,4et30,www.104.com.tw/job/4et30?jobsource=jolist_b_relevance
9/06,資料科學家,緯來電視網股份有限公司,台北市內湖區瑞光路480號3樓,待遇面議,分析多元資料集、提取可用的數據洞察以及開發創新解決方案。與市場行銷、內容製作和技術等跨職能團隊密切合作。• 運用分析工具及方法，分析成效並洞察經營機會。• 利用包含內部以及外部(如Facebook Insights、YouTube Analytics和Instagram Insights等)平台資料，分析使用者行為、參與模式和內容表現。• 開發和實施使用者活動標籤策略。• 構建預測模型和機器學習演算法，優化社交媒體平臺上的受眾定位、廣告活動和內容推薦。• 識別關鍵指標、關鍵績效指標和受眾細分策略。• 設計和執行針對社交媒體平臺的A/B測試實驗。• 構建和維護資料管道，確保社交媒體平臺上的資料完整性和準確性。• 主動精進、學習行業趨勢、新興技術，並持續推動改進。,台北市內湖區,經歷不拘,碩士,員工300人,8060q,www.104.com.tw/job/8060q?jobsource=jolist_b_relevance
9/05,【風管板塊】授信政策管理專業人員,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議,(1)	擬訂授信規章及授信案件審查制度(2)	授信資產品質分析及營運異常案件貸後檢視追蹤  (3)	授信審查相關優化專案執行,台北市信義區,3年以上,大學,員工9000人,7lwap,www.104.com.tw/job/7lwap?jobsource=jolist_b_relevance
9/05,中區資訊室程式設計師（工作地點：台中慈院）,佛教慈濟醫療財團法人,台中市潭子區豐興路一段66號,"30,000",◆ 中區資訊室程式設計師（工作地點：台中慈院）　1.大學(含)以上，資訊或醫療資訊相關科系畢業。　2.工作經驗不拘，有資訊相關產業背景尤佳。　3.具資料庫、演算法知識及資訊技能：ASP.NET、Java、PHP、Python、,台中市潭子區,經歷不拘,大學,,7t8kv,www.104.com.tw/job/7t8kv?jobsource=jolist_b_relevance
4/14,firmware 軟韌體開發工程師,信驊科技股份有限公司,新竹市新竹市東區公道五路三段1號4樓,待遇面議,"The ASPEED firmware development team is looking for a senior Linux/RTOS S/W engineer. This individual will work closely with other software team members, IC designers and HW application engineers to implement production level firmware for ASPEED's SoC and reference design. S/W infrastructure design on SoC and Linux/RTOS S/W development will be the majorly related but not limited. For those image/video processing engine, audio/ voice processing engine, USB host/device, network stacks…domains would also be the responsibility. Jobs involves from providing design concept/requirement to Simulation, FPGA verification, SoC/DSP bring up, and BSP to system firmware development.",新竹市,5年以上,碩士,員工91人,637mv,www.104.com.tw/job/637mv?jobsource=jolist_b_relevance
9/04,專案組系統整合暨研發工程師,采易資訊系統股份有限公司,台中市西屯區黎明路二段895之一號,"35,000",(必要).熟Java(必要)以下為優選:6.熟Python7.熟Vmware、網路、Hyper-v..等系統(優先錄取選項)8.熟Perl.Rest API各種不同系統介接需求(優先錄取選項)9.熟MySQL.MS-SQL資料庫管理,台中市西屯區,經歷不拘,專科,員工25人,7htg6,www.104.com.tw/job/7htg6?jobsource=jolist_b_relevance
9/04,FAE Engineer,TechNexion Ltd_彤晟科技股份有限公司,新北市中和區平河里中正路736號16樓之5,待遇面議,1. 熟悉公司產品(ARM based)並能理解客戶的問題，協調內部軟硬體資源以解決客戶問題。2. Pre-sales 協助業務銷售前的樣品組裝測試，包含客戶所需作業系統與各式週邊，教授並技轉相關產品所需應用知識給予客戶，以便能順利導入產品。3. 協助並釐清客戶在實際應用上所反應的需求與問題，並提供適合的解決方案與建議，讓予客戶良好的使用體驗與服務(售後的技術服務)。,新北市中和區,5年以上,專科,員工120人,7nwfe,www.104.com.tw/job/7nwfe?jobsource=jolist_b_relevance
9/01,商業數據分析專員（實習生或工讀）,歐易亞科技股份有限公司,台北市中正區羅斯福路二段100號25樓(古亭捷運9號出口正門),176,我們AI 團隊研發了創新的 AI 消費大數據 Dashboard，我們擁有來自於百萬消費者，涵蓋線上與線下的數億筆消費數據．透過 AI 分析消費數據後，將有價值的資訊呈現在消費大數據 Dashboard 上，可以看到最新市場或競品的銷售趨勢變化，各品牌的市場佔比，還有通路分布狀況，各通路販售品牌的排行，以及消費者對某類商品的各種需求佔比，消費者偏好功能的佔比...等多維度的數據分析報告．因此能快速幫助客戶產生商業洞察，擬定策略，並採取因應方案．商業數據分析職務內容：1. 數據整理與資料標註．2. 市場分析報告製作．（需具備基礎程式能力）職務條件：1. 對消費數據分析有高度熱情．2. 對了解消費市場與商品有興趣．3. 具備基礎程式能力．4. 自主學習力強．. 具備高度細心及耐心的特質，願意大量整理商品資料．,台北市中正區,經歷不拘,大學,距捷運古亭站約60公尺,7xun3,www.104.com.tw/job/7xun3?jobsource=jolist_b_relevance
9/05,數據分析師,華南商業銀行股份有限公司,台北市信義區松仁路123號,"50,000",1. 協助銀行業務建構數據驅動的商業解決方案。2. 協助全行數位、數據轉型，規劃端到端的數據應用解決方案。3. 協助建置分析或預測模型，投入精準行銷或風險控制等應用。4. 協助機器學習、深度學習或統計分析模型專案開發。,台北市信義區,3年以上,大學,上市上櫃,7o6ym,www.104.com.tw/job/7o6ym?jobsource=jolist_b_relevance
9/01,【TenMax】Senior Product Manager (資深產品經理),騰學廣告科技股份有限公司,台北市大安區敦化南路二段2號4樓,"70,000",主要職責：定義與規劃自主研發的 MarTech 產品。釐清使用者需求、定義需求。因應市場回饋來調整與優化產品。與其他產品單位協作，並參與商務開拓、業務協作。需求條件:具數位廣告操作經驗(如: Facebook、Google DV360)軟體開發團隊參與經驗善於解讀數字，依數據做決策的相關經驗優秀的溝通語言轉換能力，能對接工程師、行銷人員、客戶優良的簡報能力與雙向互動溝通能力能適應廣告科技業快速的工作步調，抗壓性佳優先考慮:3年以上軟體開發與敏捷 (Agile) 軟體開發團隊經驗具大數據與資料處理產品規劃經驗TOEIC 藍色證書(730+)條件要求年資10年以上，英文程度精通，資訊相關科系畢業者(Product Owner年資3年以上)軟體開發團隊帶領經驗者佳具備廣告平台與技術經驗數據分析能力月薪 7萬~10萬，保障一年至少可領4個月獎金 (亦即年薪保障16個月)。,台北市大安區,7年以上,大學,員工60人,7dspj,www.104.com.tw/job/7dspj?jobsource=jolist_b_relevance
9/04,"Sr. Software Engineer, Compute","Kloudless, A Netskope Company_科迪股份有限公司",台北市信義區信義路四段460號14樓,"1,600","PLEASE APPLY THIS POSITION FROM THIS LINK: https://grnh.se/e187454a1us<About the role>Please note, this team is hiring across all levels and candidates are individually assessed and appropriately leveled based upon their skills and experience.The Foundation Services Engineering team is responsible for the core services that power the Netskope Security Cloud. These reliable, performant, highly-scalable services include all of the configuration and synchronization services that allow our platform to be elastic, the core notification service that is used by all other services, and more. <What’s in it for you>As a member of this team you will play a key role in the continued development and scaling of the foundational services of the Netskope Security Cloud, with a focus on various aspects of Compute, such as Cluster Management, Job Scheduling, Deployment, Configuration, and more. You will be responsible for full life-cycle development including requirements analysis, technical architecture and design, implementation, testing, documentation, the recipe for deployment to production, and post production ownership. <What you will be doing>- Design and develop tools and services used by Netskope products to build, deploy, scale and monitor in kubernetes.- Help other teams architect their application to be kubernetes native application, using best practices and sound designs.- Evaluate many open source technologies to find the best fit for our needs, and contribute to some of them.- Work with the Application Development and Product Management teams to scale their underlying services.<Required skills and experience>- 4+ years of software development experience- Strong programming skills (Go language knowledge will be a bonus)- Designed and developed cloud service on unix/linux platform.- Good understanding of distributed systems, data-structure and algorithms- Containerization experience in Kubernetes will be preferred- Energetic self-starter, with the desire to work in a dynamic fast-paced environment- Excellent verbal and written communication skills<Education>BSCS or equivalent required, MSCS or equivalent strongly preferred",台北市信義區,5年以上,大學,外商公司,7iqwg,www.104.com.tw/job/7iqwg?jobsource=jolist_b_relevance
8/28,APP軟體工程師(000525),台灣松下電器股份有限公司,新北市中和區員山路579號,"36,500",我們正在尋找有經驗的軟體與韌體工程師加入團隊，這個職位將負責設計、執行和維護API測試，確保功能性、可靠性和安全性。例如：測試API端點、參數驗證、數據交換、錯誤處理和性能測試...等方面，我們希望您具有一定基礎，您將與優秀的工程師團隊一起合作。主要職責以APP相關程式為主：1. 制定測試計畫、測試自動化相關工具或系統測試案例（test case）。2. 設計和編寫API測試用例， 測試與驗證功能、相容性、效能、壓力承載、可靠度等。3.使用工具和框架進行自動化測試，評估時間、吞吐量和伸縮性等性能指標與安全性指標，發現性能或安全瓶頸並優化。4.編寫和維護API測試文檔，例如：測試計劃、測試用例和測試報告，與開發者合作問題排查和解決。備註：1.所示工作待遇，開發津貼、獎金、加班費另外加計2.具相當經驗者薪資另議,新北市中和區,經歷不拘,大學,員工3000人,7w4en,www.104.com.tw/job/7w4en?jobsource=jolist_b_relevance
9/07,軟體主管,奇翼醫電股份有限公司,新竹縣竹北市文興路257號11樓,待遇面議,公司產品：醫療器材與雲端服務：穿戴式裝置，連網硬體與行動應用軟體，互聯網資訊應用服務工作內容：帶領團隊進行軟體專案分析、開發、測試、驗證與上線。CI/CD，資安，軟體開發等相關流程或方案的規劃與導入團隊領導與跨部門溝通協調部門軟體人員技術訓練與培育年度計畫擬定及預算編列其他交辦事項有以下經驗者佳：FDA/TFDA 相關軟體開發與認證經驗熟悉62304醫療軟體確效,新竹縣竹北市,5年以上,大學,員工20人,7u30t,www.104.com.tw/job/7u30t?jobsource=jolist_b_relevance
9/07,7R10-醫學影像科 計畫工時人員,中國醫藥大學新竹附設醫院,新竹縣竹北市興隆路一段199號,176,協助處理及分析影像大數據，利用機器學習或深度學習演算法建置預測模型。1.	協助醫學影像大數據研究(收集資料、資料處理與資料分析)2.	協助人工智慧機器學習、深度學習研究3.	行政交辦事務處理4.	態度認真細心、個性合群易相處、主動積極、願意學習,新竹縣竹北市,經歷不拘,碩士,員工910人,8195z,www.104.com.tw/job/8195z?jobsource=jolist_b_relevance
9/06,Machine Learning Engineer 機器學習工程師,玩美移動股份有限公司,新北市新店區民權路98號14樓,待遇面議,1. Use Deep Learning techniques to solve computer vision and object recognition problems.2. Design and implement Deep Learning tech for beauty apps.3. Evaluate and evangelize new machine learning technologies-------------------------------------------------------------歡迎程式高手挑戰【玩美移動線上程式語言測驗】考題：C/C++考試連結：https://coderbyte.com/sl-candidate?promo=cyberlink-8vi0w:c-assessment-1b-s287qirco9*若通過測驗會主動與您聯繫，安排面試時間*,新北市新店區,經歷不拘,碩士,員工200人,5kvsq,www.104.com.tw/job/5kvsq?jobsource=jolist_b_relevance
9/05,數位科技處-數據工程師,永豐商業銀行股份有限公司,台北市中山區八德路二段308號,待遇面議,1. 負責數據工程(數據串接、清洗及彙整)並維運數據平台，確保流程順暢穩定。 2. 配合金控數位科技發展目標，規劃數據基礎架構，監管資料治理平台。3. 監管視覺化數據分析平台，開發儀表板報表。,台北市中山區,5年以上,大學,,7520q,www.104.com.tw/job/7520q?jobsource=jolist_d_relevance
9/05,後端工程師【代徵】,天河國際法律事務所,高雄市前鎮區,"40,000",此職務任職於數位資訊公司，主營判決檢索系統，上班地點為高雄市前鎮區中山二路(近大遠百)。1. 公司現有後端平台日常維護、效能維護及開發。2. 優化後端程式功能設計，資料處理及應用。3. 熟悉Python等程式語言。4. 熟悉,高雄市前鎮區,1年以上,專科,,7xojm,www.104.com.tw/job/7xojm?jobsource=jolist_d_relevance
